Name,LSFormula,RT,Calc Mass,Class,FA,FA Group Key,MainIon,,,
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,14.204,634.5172,TG,4:0_16:1_16:1,36:02:00,#REF!,,,
PC(22:0_14:1),C44 H86 O8 N1 P1,14.237,787.6091,PC,22:0_14:1,36:01:00,#NAME?,,,
DG(18:0e_16:0),C37 H74 O4,14.267,582.5587,DG,18:0e_16:0,34:0e,#NAME?,,,
PC(29:1_8:0),C45 H88 O8 N1 P1,14.302,801.6248,PC,29:1_8:0,37:01:00,#NAME?,,,
PC(16:1e_19:0),C43 H86 O7 N1 P1,14.383,759.6142,PC,16:1e_19:0,35:1e,#NAME?,,,
TG(14:0_11:3_12:2) +NH4,C40 H66 O6,14.388,642.4859,TG,14:0_11:3_12:2,37:05:00,#REF!,,,
TG(8:0_12:4_22:6),C45 H66 O6,14.405,702.4859,TG,8:0_12:4_22:6,42:10:00,#NAME?,,,
DG(18:0_18:3) +NH4,C39 H70 O5,14.406,618.5223,DG,18:0_18:3,36:03:00,0,,,
TG(4:0_12:0_16:0) +NH4,C35 H66 O6,14.407,582.4859,TG,4:0_12:0_16:0,32:00:00,0,,,
TG(15:0_11:4_14:3) +NH4,C43 H68 O6,14.409,680.5016,TG,15:0_11:4_14:3,40:07:00,#REF!,,,
TG(16:1_11:3_12:2) +NH4,C42 H68 O6,14.499,668.5016,TG,16:1_11:3_12:2,39:06:00,#REF!,,,
TG(18:1_11:3_12:2) +NH4,C44 H72 O6,14.499,696.5329,TG,18:1_11:3_12:2,41:06:00,#REF!,,,
TG(9:0_10:0_18:1) +NH4,C40 H74 O6,14.509,650.5485,TG,9:0_10:0_18:1,37:01:00,#REF!,,,
TG(4:0_14:1_16:0) +NH4,C37 H68 O6,14.51,608.5016,TG,4:0_14:1_16:0,34:01:00,0,,,
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,14.542,634.5172,TG,4:0_16:1_16:1,36:02:00,#REF!,,,
TG(4:0_16:1_18:4)+NH4,C41 H68 O6,14.544,656.5016,TG,4:0_16:1_18:4,38:05:00,#NAME?,,,
TG(19:1_8:0_12:1) +NH4,C42 H76 O6,14.547,676.5642,TG,19:1_8:0_12:1,39:02:00,#REF!,,,
TG(4:0_16:1_18:2) +NH4,C41 H72 O6,14.612,660.5329,TG,4:0_16:1_18:2,38:03:00,#REF!,,,
PC(25:1_8:0),C41 H80 O8 N1 P1,14.653,745.5622,PC,25:1_8:0,33:01:00,#NAME?,,,
PC(25:0_11:0),C44 H88 O8 N1 P1,14.72,789.6248,PC,25:0_11:0,36:00:00,#NAME?,,,
PS(20:0_18:1),C44 H84 O10 N1 P1,14.763,817.5833,PS,20:0_18:1,38:01:00,#NAME?,,,
TG(6:0_11:1_22:5) +NH4,C42 H68 O6,14.812,668.5016,TG,6:0_11:1_22:5,39:06:00,#REF!,,,
PC(17:1_21:0),C46 H90 O8 N1 P1,14.818,815.6404,PC,17:1_21:0,38:01:00,#NAME?,,,
TG(22:6_10:3_12:2),C47 H68 O6,14.839,728.5016,TG,22:6_10:3_12:2,44:11:00,#NAME?,,,
TG(18:4_6:0_18:4) +NH4,C45 H70 O6,14.863,706.5172,TG,18:4_6:0_18:4,42:08:00,#REF!,,,
TG(11:0_8:0_18:1) +NH4,C40 H74 O6,14.877,650.5485,TG,11:0_8:0_18:1,37:01:00,#REF!,,,
TG(18:2_11:3_12:2) +NH4,C44 H70 O6,14.906,694.5172,TG,18:2_11:3_12:2,41:07:00,#REF!,,,
TG(4:0_16:1_16:1) +NH4,C39 H70 O6,14.912,634.5172,TG,4:0_16:1_16:1,36:02:00,0,,,
TG(4:0_16:1_18:4)+NH4,C41 H68 O6,14.913,656.5016,TG,4:0_16:1_18:4,38:05:00,#NAME?,,,
TG(16:1_10:3_18:3) +NH4,C47 H76 O6,14.918,736.5642,TG,16:1_10:3_18:3,44:07:00,#REF!,,,
TG(4:0_16:1_18:2) +NH4,C41 H72 O6,14.941,660.5329,TG,4:0_16:1_18:2,38:03:00,#REF!,,,
PC(29:1_8:0),C45 H88 O8 N1 P1,14.961,801.6248,PC,29:1_8:0,37:01:00,#NAME?,,,
TG(4:0_18:2_18:2) +NH4,C43 H74 O6,14.998,686.5485,TG,4:0_18:2_18:2,40:04:00,#REF!,,,
PC(28:1_11:1),C47 H90 O8 N1 P1,15.132,827.6404,PC,28:1_11:1,39:02:00,#NAME?,,,
TG(9:0_12:3_22:6),C46 H70 O6,15.14,718.5172,TG,9:0_12:3_22:6,43:09:00,#NAME?,,,
DG(16:0_16:0),C35 H68 O5,15.212,568.5067,DG,16:0_16:0,32:00:00,#NAME?,,,
TG(18:0_12:0_12:4) +NH4,C45 H78 O6,15.212,714.5798,TG,18:0_12:0_12:4,42:04:00,#REF!,,,
TG(21:1_10:4_14:3) +NH4,C48 H76 O6,15.233,748.5642,TG,21:1_10:4_14:3,45:08:00,#REF!,,,
TG(4:0_18:3_18:3),C43 H70 O6,15.234,682.5172,TG,4:0_18:3_18:3,40:06:00,#NAME?,,,
TG(4:0_16:0_18:3) +NH4,C41 H72 O6,15.245,660.5329,TG,4:0_16:0_18:3,38:03:00,#REF!,,,
TG(4:0_18:1_18:3) +NH4,C43 H74 O6,15.252,686.5485,TG,4:0_18:1_18:3,40:04:00,#REF!,,,
TG(18:2_11:2_14:4) +NH4,C46 H72 O6,15.257,720.5329,TG,18:2_11:2_14:4,43:08:00,#REF!,,,
PC(20:0e_14:0),C42 H86 O7 N1 P1,15.269,747.6142,PC,20:0e_14:0,34:0e,#NAME?,,,
TG(4:0_16:1_17:1) +NH4,C40 H72 O6,15.289,648.5329,TG,4:0_16:1_17:1,37:02:00,0,,,
DG(16:0_18:1) +NH4,C37 H70 O5,15.296,594.5223,DG,16:0_18:1,34:01:00,0,,,
DG(17:0_20:1) +NH4,C40 H76 O5,15.306,636.5693,DG,17:0_20:1,37:01:00,0,,,
DG(18:1_18:1) +NH4,C39 H72 O5,15.338,620.538,DG,18:1_18:1,36:02:00,0,,,
TG(4:0_15:0_16:1) +NH4,C38 H70 O6,15.34,622.5172,TG,4:0_15:0_16:1,35:01:00,0,,,
TG(16:2e_10:3_18:2) +NH4,C47 H78 O5,15.349,722.5849,TG,16:2e_10:3_18:2,44:7e,#REF!,,,
LPC(36:1),C44 H88 O7 N1 P1,15.356,773.6298,LPC,36:01:00,36:01:00,#NAME?,,,
PC(20:1e_16:0),C44 H88 O7 N1 P1,15.364,773.6298,PC,20:1e_16:0,36:1e,#NAME?,,,
TG(4:0_14:0_22:6) +NH4,C43 H70 O6,15.376,682.5172,TG,4:0_14:0_22:6,40:06:00,#REF!,,,
TG(18:3_10:3_18:2) +NH4,C49 H78 O6,15.439,762.5798,TG,18:3_10:3_18:2,46:08:00,#REF!,,,
TG(15:0_11:3_12:2) +NH4,C41 H68 O6,15.484,656.5016,TG,15:0_11:3_12:2,38:05:00,#REF!,,,
TG(23:1_10:3_11:3) +NH4,C47 H76 O6,15.485,736.5642,TG,23:1_10:3_11:3,44:07:00,#REF!,,,
TG(19:0_12:4_12:4) +NH4,C46 H72 O6,15.487,720.5329,TG,19:0_12:4_12:4,43:08:00,#REF!,,,
TG(16:0_11:4_12:0)+NH4,C42 H72 O6,15.488,672.5329,TG,16:0_11:4_12:0,39:04:00,#NAME?,,,
TG(15:0_11:3_14:3) +NH4,C43 H70 O6,15.489,682.5172,TG,15:0_11:3_14:3,40:06:00,#REF!,,,
TG(18:3_11:2_12:2) +NH4,C44 H70 O6,15.497,694.5172,TG,18:3_11:2_12:2,41:07:00,#REF!,,,
TG(18:4_11:1_18:3) +NH4,C50 H80 O6,15.513,776.5955,TG,18:4_11:1_18:3,47:08:00,#REF!,,,
TG(4:0_15:0_16:1) +NH4,C38 H70 O6,15.523,622.5172,TG,4:0_15:0_16:1,35:01:00,0,,,
PC(18:2e_17:0),C43 H84 O7 N1 P1,15.555,757.5985,PC,18:2e_17:0,35:2e,#NAME?,,,
TG(4:0_16:0_18:3) +NH4,C41 H72 O6,15.565,660.5329,TG,4:0_16:0_18:3,38:03:00,0,,,
TG(4:0_16:1_17:1) +NH4,C40 H72 O6,15.611,648.5329,TG,4:0_16:1_17:1,37:02:00,0,,,
LPC(36:1),C44 H88 O7 N1 P1,15.622,773.6298,LPC,36:01:00,36:01:00,#NAME?,,,
DG(16:0_18:1),C37 H70 O5,15.636,594.5223,DG,16:0_18:1,34:01:00,#NAME?,,,
DG(18:1_18:1) +NH4,C39 H72 O5,15.712,620.538,DG,18:1_18:1,36:02:00,0,,,
TG(20:3e_11:4_20:5) +NH4,C54 H82 O5,15.718,810.6162,TG,20:3e_11:4_20:5,51:12e,#REF!,,,
TG(18:3_11:2_12:2) +NH4,C44 H70 O6,15.778,694.5172,TG,18:3_11:2_12:2,41:07:00,#REF!,,,
TG(9:0_9:0_22:6) +NH4,C43 H70 O6,15.821,682.5172,TG,9:0_9:0_22:6,40:06:00,#REF!,,,
TG(16:1_6:0_16:1) +NH4,C41 H74 O6,15.822,662.5485,TG,16:1_6:0_16:1,38:02:00,0,,,
TG(8:0_14:4_20:5),C45 H68 O6,15.828,704.5016,TG,8:0_14:4_20:5,42:09:00,#NAME?,,,
PC(20:0e_18:2),C46 H90 O7 N1 P1,15.846,799.6455,PC,20:0e_18:2,38:2e,#NAME?,,,
PC(26:0_10:0),C44 H88 O8 N1 P1,15.848,789.6248,PC,26:0_10:0,36:00:00,#NAME?,,,
TG(4:0_12:2_21:0)+NH4,C40 H72 O6,15.849,648.5329,TG,4:0_12:2_21:0,37:02:00,#NAME?,,,
TG(4:0_18:1_18:4),C43 H72 O6,15.857,684.5329,TG,4:0_18:1_18:4,40:05:00,#NAME?,,,
TG(4:0_17:1_18:2) +NH4,C42 H74 O6,15.904,674.5485,TG,4:0_17:1_18:2,39:03:00,0,,,
PC(28:1_10:0),C46 H90 O8 N1 P1,15.985,815.6404,PC,28:1_10:0,38:01:00,#NAME?,,,
TG(4:0_14:0_16:0) +NH4,C37 H70 O6,16.11,610.5172,TG,4:0_14:0_16:0,34:00:00,0,,,
TG(22:6_11:2_11:2),C47 H70 O6,16.121,730.5172,TG,22:6_11:2_11:2,44:10:00,#NAME?,,,
TG(14:1e_11:2_14:4),C42 H68 O5,16.127,652.5067,TG,14:1e_11:2_14:4,39:7e,#NAME?,,,
TG(18:2_12:2_12:3) +NH4,C45 H72 O6,16.137,708.5329,TG,18:2_12:2_12:3,42:07:00,#REF!,,,
TG(16:0_11:2_14:0) +NH4,C44 H80 O6,16.138,704.5955,TG,16:0_11:2_14:0,41:02:00,#REF!,,,
DG(12:0e_6:0),C21 H42 O4,16.145,358.3083,DG,12:0e_6:0,18:0e,#NAME?,,,
TG(4:0_16:0_16:1) +NH4,C39 H72 O6,16.147,636.5329,TG,4:0_16:0_16:1,36:01:00,0,,,
TG(16:1_6:0_18:2) +NH4,C43 H76 O6,16.15,688.5642,TG,16:1_6:0_18:2,40:03:00,#REF!,,,
TG(4:0_16:0_19:1) +NH4,C42 H78 O6,16.157,678.5798,TG,4:0_16:0_19:1,39:01:00,0,,,
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,16.158,662.5485,TG,4:0_16:1_18:1,38:02:00,0,,,
DG(10:0e_10:0),C23 H46 O4,16.161,386.3396,DG,10:0e_10:0,20:0e,#NAME?,,,
TG(4:0_16:0_16:1) +NH4,C39 H72 O6,16.162,636.5329,TG,4:0_16:0_16:1,36:01:00,0,,,
TG(4:0_16:1_17:0) +NH4,C40 H74 O6,16.166,650.5485,TG,4:0_16:1_17:0,37:01:00,0,,,
TG(4:0_17:1_18:2) +NH4,C42 H74 O6,16.186,674.5485,TG,4:0_17:1_18:2,39:03:00,0,,,
TG(19:1_11:4_12:1) +NH4,C45 H74 O6,16.193,710.5485,TG,19:1_11:4_12:1,42:06:00,#REF!,,,
PC(27:1_8:0),C43 H84 O8 N1 P1,16.217,773.5935,PC,27:1_8:0,35:01:00,#NAME?,,,
TG(4:0_16:1_18:2) +NH4,C41 H72 O6,16.312,660.5329,TG,4:0_16:1_18:2,38:03:00,0,,,
TG(16:0_10:2_11:2) +NH4,C40 H68 O6,16.339,644.5016,TG,16:0_10:2_11:2,37:04:00,0,,,
TG(8:0_11:2_22:6),C44 H68 O6,16.357,692.5016,TG,8:0_11:2_22:6,41:08:00,#NAME?,,,
TG(18:1_11:3_12:2) +NH4,C44 H72 O6,16.368,696.5329,TG,18:1_11:3_12:2,41:06:00,#REF!,,,
TG(6:0_18:2_18:3) +NH4,C45 H76 O6,16.372,712.5642,TG,6:0_18:2_18:3,42:05:00,#REF!,,,
TG(16:0_11:3_12:2) +NH4,C42 H70 O6,16.375,670.5172,TG,16:0_11:3_12:2,39:05:00,0,,,
TG(18:3_12:2_12:2) +NH4,C45 H72 O6,16.382,708.5329,TG,18:3_12:2_12:2,42:07:00,#REF!,,,
TG(4:0_16:0_16:1) +NH4,C39 H72 O6,16.384,636.5329,TG,4:0_16:0_16:1,36:01:00,0,,,
TG(4:0_14:0_16:0) +NH4,C37 H70 O6,16.387,610.5172,TG,4:0_14:0_16:0,34:00:00,0,,,
DG(12:0e_6:0),C21 H42 O4,16.388,358.3083,DG,12:0e_6:0,18:0e,#NAME?,,,
TG(14:0e_11:3_14:4),C42 H68 O5,16.411,652.5067,TG,14:0e_11:3_14:4,39:7e,#NAME?,,,
TG(4:0_16:1_18:1) +NH4,C41 H74 O6,16.429,662.5485,TG,4:0_16:1_18:1,38:02:00,0,,,
TG(4:0_18:1_18:2) +NH4,C43 H76 O6,16.449,688.5642,TG,4:0_18:1_18:2,40:03:00,0,,,
TG(10:0_13:0_18:2) +NH4,C44 H80 O6,16.463,704.5955,TG,10:0_13:0_18:2,41:02:00,#REF!,,,
TG(4:0_18:1_18:4),C43 H72 O6,16.465,684.5329,TG,4:0_18:1_18:4,40:05:00,#NAME?,,,
TG(6:0_18:1_18:3) +NH4,C45 H78 O6,16.595,714.5798,TG,6:0_18:1_18:3,42:04:00,#REF!,,,
TG(18:1_10:3_18:3) +NH4,C49 H80 O6,16.632,764.5955,TG,18:1_10:3_18:3,46:07:00,#REF!,,,
TG(18:1_11:2_14:4) +NH4,C46 H74 O6,16.642,722.5485,TG,18:1_11:2_14:4,43:07:00,#REF!,,,
TG(16:0_11:3_12:2) +NH4,C42 H70 O6,16.653,670.5172,TG,16:0_11:3_12:2,39:05:00,0,,,
TG(4:0_18:1_18:4),C43 H72 O6,16.656,684.5329,TG,4:0_18:1_18:4,40:05:00,#NAME?,,,
DG(12:1e_20:0),C35 H68 O4,16.658,552.5118,DG,12:1e_20:0,32:1e,#NAME?,,,
TG(16:0_11:2_14:4) +NH4,C44 H72 O6,16.658,696.5329,TG,16:0_11:2_14:4,41:06:00,#REF!,,,
TG(19:1_11:4_14:3) +NH4,C47 H74 O6,16.661,734.5485,TG,19:1_11:4_14:3,44:08:00,#REF!,,,
TG(18:1_11:3_14:2) +NH4,C46 H76 O6,16.663,724.5642,TG,18:1_11:3_14:2,43:06:00,#REF!,,,
TG(4:0_14:0_16:0) +NH4,C37 H70 O6,16.664,610.5172,TG,4:0_14:0_16:0,34:00:00,0,,,
TG(18:4_11:3_12:1),C44 H68 O6,16.712,692.5016,TG,18:4_11:3_12:1,41:08:00,#NAME?,,,
PG(16:0e_19:0) +NH4,C41 H83 O9 N0 P1,16.762,750.5775,PG,16:0e_19:0,35:0e,0,,,
TG(12:0_11:2_22:5) +NH4,C48 H78 O6,16.773,750.5798,TG,12:0_11:2_22:5,45:07:00,#REF!,,,
TG(18:3_11:1_18:3) +NH4,C50 H82 O6,16.783,778.6111,TG,18:3_11:1_18:3,47:07:00,#REF!,,,
TG(20:5_10:2_13:0),C46 H74 O6,16.888,722.5485,TG,20:5_10:2_13:0,43:07:00,#NAME?,,,
TG(20:5_11:4_14:1),C48 H72 O6,16.901,744.5329,TG,20:5_11:4_14:1,45:10:00,#NAME?,,,
TG(16:0_11:2_14:4) +NH4,C44 H72 O6,16.913,696.5329,TG,16:0_11:2_14:4,41:06:00,#REF!,,,
TG(4:0_16:0_17:1) +NH4,C40 H74 O6,16.92,650.5485,TG,4:0_16:0_17:1,37:01:00,0,,,
TG(18:1_10:3_18:3) +NH4,C49 H80 O6,16.921,764.5955,TG,18:1_10:3_18:3,46:07:00,#REF!,,,
DG(22:5_18:2),C43 H70 O5,16.923,666.5223,DG,22:5_18:2,40:07:00,#NAME?,,,
DG(20:5_22:5),C45 H68 O5,16.923,688.5067,DG,20:5_22:5,42:10:00,#NAME?,,,
TG(16:0_11:3_12:1)+NH4,C42 H72 O6,16.935,672.5329,TG,16:0_11:3_12:1,39:04:00,#NAME?,,,
TG(4:0_17:1_18:1) +NH4,C42 H76 O6,16.945,676.5642,TG,4:0_17:1_18:1,39:02:00,0,,,
PC(20:0e_16:0),C44 H90 O7 N1 P1,16.971,775.6455,PC,20:0e_16:0,36:0e,#NAME?,,,
TG(4:0_18:0_18:3) +NH4,C43 H76 O6,16.983,688.5642,TG,4:0_18:0_18:3,40:03:00,0,,,
TG(12:1e_11:4_22:6),C48 H72 O5,16.984,728.538,TG,12:1e_11:4_22:6,45:11e,#NAME?,,,
TG(18:4_8:0_16:1),C45 H76 O6,16.993,712.5642,TG,18:4_8:0_16:1,42:05:00,#NAME?,,,
TG(20:4e_10:4_13:0),C46 H74 O5,16.993,706.5536,TG,20:4e_10:4_13:0,43:8e,#NAME?,,,
DG(18:0_18:1) +NH4,C39 H74 O5,16.996,622.5536,DG,18:0_18:1,36:01:00,0,,,
PC(18:1e_19:1),C45 H88 O7 N1 P1,17.045,785.6298,PC,18:1e_19:1,37:2e,#NAME?,,,
PC(18:1e_18:1),C44 H86 O7 N1 P1,17.054,771.6142,PC,18:1e_18:1,36:2e,#NAME?,,,
TG(4:0_16:1_17:0) +NH4,C40 H74 O6,17.095,650.5485,TG,4:0_16:1_17:0,37:01:00,0,,,
TG(8:0_14:3_22:6),C47 H72 O6,17.098,732.5329,TG,8:0_14:3_22:6,44:09:00,#NAME?,,,
TG(18:1_11:2_11:2) +NH4,C43 H72 O6,17.1,684.5329,TG,18:1_11:2_11:2,40:05:00,0,,,
TG(12:1e_6:0_22:6),C43 H70 O5,17.144,666.5223,TG,12:1e_6:0_22:6,40:7e,#NAME?,,,
TG(20:3_10:4_13:0),C46 H74 O6,17.166,722.5485,TG,20:3_10:4_13:0,43:07:00,#NAME?,,,
TG(16:0_12:4_18:3) +NH4,C49 H80 O6,17.173,764.5955,TG,16:0_12:4_18:3,46:07:00,#REF!,,,
TG(16:2_11:3_18:2) +NH4,C48 H78 O6,17.181,750.5798,TG,16:2_11:3_18:2,45:07:00,#REF!,,,
TG(12:1e_11:4_22:6),C48 H72 O5,17.324,728.538,TG,12:1e_11:4_22:6,45:11e,#NAME?,,,
TG(16:1_6:0_18:1) +NH4,C43 H78 O6,17.326,690.5798,TG,16:1_6:0_18:1,40:02:00,0,,,
TG(21:0_11:1_11:1) +NH4,C46 H84 O6,17.328,732.6268,TG,21:0_11:1_11:1,43:02:00,#REF!,,,
TG(16:0_6:0_14:0) +NH4,C39 H74 O6,17.332,638.5485,TG,16:0_6:0_14:0,36:00:00,0,,,
TG(16:0_6:0_16:1) +NH4,C41 H76 O6,17.341,664.5642,TG,16:0_6:0_16:1,38:01:00,0,,,
TG(18:0_10:3_12:1),C43 H74 O6,17.35,686.5485,TG,18:0_10:3_12:1,40:04:00,#NAME?,,,
TG(6:0_11:1_23:0) +NH4,C43 H80 O6,17.351,692.5955,TG,6:0_11:1_23:0,40:01:00,0,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,17.359,712.5642,TG,4:0_16:0_22:5,42:05:00,#REF!,,,
TG(16:0_10:4_16:0) +NH4,C45 H78 O6,17.366,714.5798,TG,16:0_10:4_16:0,42:04:00,#REF!,,,
TG(16:4_8:0_20:5),C47 H72 O6,17.396,732.5329,TG,16:4_8:0_20:5,44:09:00,#NAME?,,,
TG(16:1_11:1_18:3) +NH4,C48 H82 O6,17.515,754.6111,TG,16:1_11:1_18:3,45:05:00,#REF!,,,
TG(6:0_18:1_18:1) +NH4,C45 H82 O6,17.533,718.6111,TG,6:0_18:1_18:1,42:02:00,0,,,
TG(16:0_11:2_16:0) +NH4,C46 H84 O6,17.541,732.6268,TG,16:0_11:2_16:0,43:02:00,#REF!,,,
TG(6:0_18:1_18:2) +NH4,C45 H80 O6,17.546,716.5955,TG,6:0_18:1_18:2,42:03:00,0,,,
TG(16:0_10:3_18:2) +NH4,C47 H80 O6,17.552,740.5955,TG,16:0_10:3_18:2,44:05:00,#REF!,,,
TG(16:1_6:0_18:1) +NH4,C43 H78 O6,17.565,690.5798,TG,16:1_6:0_18:1,40:02:00,0,,,
TG(16:0_11:3_14:3) +NH4,C44 H72 O6,17.566,696.5329,TG,16:0_11:3_14:3,41:06:00,0,,,
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,17.589,664.5642,TG,4:0_16:0_18:1,38:01:00,0,,,
TG(18:0_10:3_11:2) +NH4,C42 H70 O6,17.59,670.5172,TG,18:0_10:3_11:2,39:05:00,0,,,
TG(4:0_16:0_21:1) +NH4,C44 H82 O6,17.6,706.6111,TG,4:0_16:0_21:1,41:01:00,0,,,
TG(16:0_10:4_18:3) +NH4,C47 H76 O6,17.609,736.5642,TG,16:0_10:4_18:3,44:07:00,#REF!,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,17.615,712.5642,TG,4:0_16:0_22:5,42:05:00,#REF!,,,
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,17.622,638.5485,TG,4:0_16:0_16:0,36:00:00,0,,,
TG(4:0_16:1_20:0) +NH4,C43 H80 O6,17.627,692.5955,TG,4:0_16:1_20:0,40:01:00,0,,,
TG(18:0_8:0_13:0) +NH4,C42 H80 O6,17.661,680.5955,TG,18:0_8:0_13:0,39:00:00,0,,,
TG(18:3_11:1_18:2) +NH4,C50 H84 O6,17.706,780.6268,TG,18:3_11:1_18:2,47:06:00,#REF!,,,
TG(14:0e_14:0_22:6),C53 H92 O5,17.724,808.6945,TG,14:0e_14:0_22:6,50:6e,#NAME?,,,
TG(18:1_11:2_14:3) +NH4,C46 H76 O6,17.746,724.5642,TG,18:1_11:2_14:3,43:06:00,#REF!,,,
DG(12:0e_11:4),C26 H44 O4,17.76,420.324,DG,12:0e_11:4,23:4e,#NAME?,,,
TG(18:1_11:2_12:2) +NH4,C44 H74 O6,17.763,698.5485,TG,18:1_11:2_12:2,41:05:00,0,,,
TG(9:0_12:2_22:0) +NH4,C46 H84 O6,17.806,732.6268,TG,9:0_12:2_22:0,43:02:00,#REF!,,,
TG(16:0_11:4_12:0) +NH4,C42 H72 O6,17.81,672.5329,TG,16:0_11:4_12:0,39:04:00,0,,,
TG(4:0_16:0_18:1) +NH4,C41 H76 O6,17.823,664.5642,TG,4:0_16:0_18:1,38:01:00,0,,,
TG(4:0_18:0_18:4),C43 H74 O6,17.825,686.5485,TG,4:0_18:0_18:4,40:04:00,#NAME?,,,
TG(16:1_10:1_16:1) +NH4,C45 H80 O6,17.838,716.5955,TG,16:1_10:1_16:1,42:03:00,0,,,
TG(4:0_16:1_20:0) +NH4,C43 H80 O6,17.851,692.5955,TG,4:0_16:1_20:0,40:01:00,0,,,
TG(18:1_11:2_14:2) +NH4,C46 H78 O6,17.851,726.5798,TG,18:1_11:2_14:2,43:05:00,#REF!,,,
TG(4:0_16:0_16:0) +NH4,C39 H74 O6,17.855,638.5485,TG,4:0_16:0_16:0,36:00:00,0,,,
TG(4:0_18:1_18:1) +NH4,C43 H78 O6,17.855,690.5798,TG,4:0_18:1_18:1,40:02:00,0,,,
TG(16:2_11:3_18:1) +NH4,C48 H80 O6,17.858,752.5955,TG,16:2_11:3_18:1,45:06:00,#REF!,,,
TG(16:0_10:2_16:1) +NH4,C45 H80 O6,17.947,716.5955,TG,16:0_10:2_16:1,42:03:00,0,,,
TG(16:0_11:4_18:3) +NH4,C48 H78 O6,17.96,750.5798,TG,16:0_11:4_18:3,45:07:00,#REF!,,,
TG(19:0_11:2_11:3) +NH4,C44 H74 O6,17.983,698.5485,TG,19:0_11:2_11:3,41:05:00,0,,,
TG(16:0_11:2_12:2) +NH4,C42 H72 O6,18.021,672.5329,TG,16:0_11:2_12:2,39:04:00,0,,,
TG(18:1_11:3_14:2) +NH4,C46 H76 O6,18.032,724.5642,TG,18:1_11:3_14:2,43:06:00,#REF!,,,
TG(4:0_17:0_18:1) +NH4,C42 H78 O6,18.045,678.5798,TG,4:0_17:0_18:1,39:01:00,0,,,
TG(16:2_11:4_18:0) +NH4,C48 H80 O6,18.092,752.5955,TG,16:2_11:4_18:0,45:06:00,#REF!,,,
TG(12:0_18:3_18:3) +NH4,C51 H86 O6,18.109,794.6424,TG,12:0_18:3_18:3,48:06:00,#REF!,,,
TG(23:0_10:3_11:3),C47 H78 O6,18.118,738.5798,TG,23:0_10:3_11:3,44:06:00,#NAME?,,,
TG(4:0_18:1_19:1) +NH4,C44 H80 O6,18.121,704.5955,TG,4:0_18:1_19:1,41:02:00,0,,,
TG(4:0_17:0_18:1) +NH4,C42 H78 O6,18.209,678.5798,TG,4:0_17:0_18:1,39:01:00,0,,,
TG(16:0_10:1_18:3) +NH4,C47 H82 O6,18.218,742.6111,TG,16:0_10:1_18:3,44:04:00,#REF!,,,
TG(11:0_11:0_21:1) +NH4,C46 H86 O6,18.227,734.6424,TG,11:0_11:0_21:1,43:01:00,0,,,
TG(16:1_11:1_16:1) +NH4,C46 H82 O6,18.228,730.6111,TG,16:1_11:1_16:1,43:03:00,0,,,
TG(16:1_8:0_18:1) +NH4,C45 H82 O6,18.229,718.6111,TG,16:1_8:0_18:1,42:02:00,0,,,
TG(18:4_10:0_16:1),C47 H80 O6,18.233,740.5955,TG,18:4_10:0_16:1,44:05:00,#NAME?,,,
TG(16:0_8:0_16:1) +NH4,C43 H80 O6,18.236,692.5955,TG,16:0_8:0_16:1,40:01:00,0,,,
TG(16:0_10:3_16:1),C45 H78 O6,18.238,714.5798,TG,16:0_10:3_16:1,42:04:00,#NAME?,,,
TG(4:0_20:4_20:4),C47 H74 O6,18.252,734.5485,TG,4:0_20:4_20:4,44:08:00,#NAME?,,,
TG(18:0_11:2_14:4) +NH4,C46 H76 O6,18.286,724.5642,TG,18:0_11:2_14:4,43:06:00,#REF!,,,
TG(16:0_10:4_18:2) +NH4,C47 H78 O6,18.287,738.5798,TG,16:0_10:4_18:2,44:06:00,#REF!,,,
TG(18:3_13:0_22:6),C56 H90 O6,18.301,858.6737,TG,18:3_13:0_22:6,53:09:00,#NAME?,,,
TG(16:2e_12:3_20:5),C51 H80 O5,18.318,772.6006,TG,16:2e_12:3_20:5,48:10e,#NAME?,,,
TG(20:3e_16:1_16:1),C55 H98 O5,18.324,838.7414,TG,20:3e_16:1_16:1,52:5e,#NAME?,,,
TG(4:0_16:0_22:5) +NH4,C45 H76 O6,18.351,712.5642,TG,4:0_16:0_22:5,42:05:00,0,,,
TG(16:0_10:2_16:1) +NH4,C45 H80 O6,18.359,716.5955,TG,16:0_10:2_16:1,42:03:00,0,,,
TG(16:3_16:1_18:3) +NH4,C53 H88 O6,18.372,820.6581,TG,16:3_16:1_18:3,50:07:00,#REF!,,,
TG(8:0_14:3_22:5),C47 H74 O6,18.373,734.5485,TG,8:0_14:3_22:5,44:08:00,#NAME?,,,
TG(12:1e_11:3_18:2) +NH4,C44 H74 O5,18.391,682.5536,TG,12:1e_11:3_18:2,41:6e,0,,,
PC(16:1_23:1),C47 H90 O8 N1 P1,18.413,827.6404,PC,16:1_23:1,39:02:00,#NAME?,,,
